GO_ID	GO_Name	GO_Category	Enrichment	p_uncorrected	p_fdr_bh	Study_Count	Study_Total	Pop_Count	Pop_Total	Study_Genes	Depth
GO:1902444	riboflavin binding	MF	p	1.0	1.0	0	229	1	15541		5
GO:0019781	NEDD8 activating enzyme activity	MF	p	1.0	1.0	0	229	2	15541		5
GO:0050815	phosphoserine residue binding	MF	p	1.0	1.0	0	229	9	15541		5
GO:0097642	calcitonin family receptor activity	MF	p	1.0	1.0	0	229	6	15541		6
GO:0034632	retinol transmembrane transporter activity	MF	p	1.0	1.0	0	229	3	15541		4
GO:0043422	protein kinase B binding	MF	p	1.0	1.0	0	229	10	15541		6
GO:0005183	gonadotropin hormone-releasing hormone activity	MF	p	1.0	1.0	0	229	1	15541		6
GO:0004111	creatine kinase activity	MF	p	1.0	1.0	0	229	5	15541		5
GO:0120014	phospholipid transfer activity	MF	p	1.0	1.0	0	229	26	15541		4
GO:0047969	glyoxylate oxidase activity	MF	p	1.0	1.0	0	229	1	15541		5
GO:0140082	SUMO-ubiquitin ligase activity	MF	p	1.0	1.0	0	229	1	15541		8
GO:0140483	kinetochore adaptor activity	MF	p	1.0	1.0	0	229	1	15541		3
GO:0008890	glycine C-acetyltransferase activity	MF	p	1.0	1.0	0	229	1	15541		7
GO:0140947	histone H3K9me2 methyltransferase activity	MF	p	1.0	1.0	0	229	6	15541		9
GO:0047390	glycerophosphocholine cholinephosphodiesterase activity	MF	p	1.0	1.0	0	229	1	15541		6
GO:0032406	MutLbeta complex binding	MF	p	1.0	1.0	0	229	3	15541		4
GO:0000033	alpha-1,3-mannosyltransferase activity	MF	p	1.0	1.0	0	229	1	15541		6
GO:0016702	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen	MF	p	1.0	1.0	0	229	20	15541		4
GO:0035259	nuclear glucocorticoid receptor binding	MF	p	1.0	1.0	0	229	12	15541		7
GO:0070551	endoribonuclease activity, cleaving siRNA-paired mRNA	MF	p	1.0	1.0	0	229	1	15541		7
GO:0047931	glucosamine kinase activity	MF	p	1.0	1.0	0	229	1	15541		5
GO:0017025	TBP-class protein binding	MF	p	1.0	1.0	0	229	23	15541		5
GO:0140072	histone H3K9ac reader activity	MF	p	1.0	1.0	0	229	2	15541		6
GO:0015234	thiamine transmembrane transporter activity	MF	p	1.0	1.0	0	229	7	15541		4
GO:0031434	mitogen-activated protein kinase kinase binding	MF	p	1.0	1.0	0	229	7	15541		6
GO:0160212	glycine-gated cation channel activity	MF	p	1.0	1.0	0	229	3	15541		10
GO:0030957	Tat protein binding	MF	p	1.0	1.0	0	229	9	15541		6
GO:0030226	apolipoprotein receptor activity	MF	p	1.0	1.0	0	229	3	15541		2
GO:0050528	acyloxyacyl hydrolase activity	MF	p	1.0	1.0	0	229	1	15541		5
GO:0016929	deSUMOylase activity	MF	p	1.0	1.0	0	229	4	15541		5
GO:0140017	histone H3K18cr reader activity	MF	p	1.0	1.0	0	229	1	15541		6
GO:0001221	transcription coregulator binding	MF	p	1.0	1.0	1	229	109	15541	AR	4
GO:0070336	flap-structured DNA binding	MF	p	1.0	1.0	0	229	2	15541		4
GO:0097158	pre-mRNA intronic pyrimidine-rich binding	MF	p	1.0	1.0	0	229	2	15541		6
GO:0042132	fructose 1,6-bisphosphate 1-phosphatase activity	MF	p	1.0	1.0	0	229	2	15541		8
GO:0031783	type 5 melanocortin receptor binding	MF	p	1.0	1.0	0	229	1	15541		7
GO:0047407	ADP-ribosyl-[dinitrogen reductase] hydrolase activity	MF	p	1.0	1.0	0	229	1	15541		5
GO:0051008	Hsp27 protein binding	MF	p	1.0	1.0	0	229	1	15541		4
GO:0045030	G protein-coupled UTP receptor activity	MF	p	1.0	1.0	0	229	2	15541		6
GO:0004362	glutathione-disulfide reductase (NADPH) activity	MF	p	1.0	1.0	0	229	1	15541		6
GO:0098621	O-phosphoseryl-tRNA(Sec) selenium transferase activity	MF	p	1.0	1.0	0	229	1	15541		5
GO:0009378	four-way junction helicase activity	MF	p	1.0	1.0	0	229	6	15541		7
GO:0051010	microtubule plus-end binding	MF	p	1.0	1.0	0	229	20	15541		6
GO:0070042	rRNA (uridine-N3-)-methyltransferase activity	MF	p	1.0	1.0	0	229	2	15541		8
GO:0008752	FMN reductase [NAD(P)H] activity	MF	p	1.0	1.0	0	229	1	15541		5
GO:0052656	L-isoleucine-2-oxoglutarate transaminase activity	MF	p	1.0	1.0	0	229	2	15541		6
GO:0016971	flavin-dependent sulfhydryl oxidase activity	MF	p	1.0	1.0	0	229	3	15541		6
GO:0005167	neurotrophin TRK receptor binding	MF	p	1.0	1.0	0	229	5	15541		6
GO:0102149	farnesylcysteine lyase activity	MF	p	1.0	1.0	0	229	1	15541		5
GO:0023023	MHC protein complex binding	MF	p	1.0	1.0	0	229	31	15541		3
GO:0004799	thymidylate synthase activity	MF	p	1.0	1.0	0	229	1	15541		6
GO:0005094	Rho GDP-dissociation inhibitor activity	MF	p	1.0	1.0	0	229	2	15541		6
GO:0050185	phosphatidylinositol deacylase activity	MF	p	1.0	1.0	0	229	1	15541		5
GO:0003755	peptidyl-prolyl cis-trans isomerase activity	MF	p	1.0	1.0	0	229	37	15541		4
GO:0080007	S-nitrosoglutathione reductase (NADH) activity	MF	p	1.0	1.0	0	229	2	15541		5
GO:0052381	tRNA dimethylallyltransferase activity	MF	p	1.0	1.0	0	229	1	15541		5
GO:0016814	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines	MF	p	1.0	1.0	0	229	28	15541		4
GO:0052835	inositol-3,4,6-trisphosphate 1-kinase activity	MF	p	1.0	1.0	0	229	1	15541		7
GO:0047408	alkenylglycerophosphocholine hydrolase activity	MF	p	1.0	1.0	0	229	2	15541		5
GO:0008113	peptide-methionine (S)-S-oxide reductase activity	MF	p	1.0	1.0	0	229	1	15541		5
GO:0106436	glutathione-dependent sulfide quinone oxidoreductase activity	MF	p	1.0	1.0	0	229	1	15541		5
GO:0008753	NADPH dehydrogenase (quinone) activity	MF	p	1.0	1.0	0	229	3	15541		6
GO:0004818	glutamate-tRNA ligase activity	MF	p	1.0	1.0	0	229	2	15541		6
GO:0004720	protein-lysine 6-oxidase activity	MF	p	1.0	1.0	0	229	5	15541		6
GO:0043047	single-stranded telomeric DNA binding	MF	p	1.0	1.0	0	229	11	15541		6
GO:0004462	lactoylglutathione lyase activity	MF	p	1.0	1.0	0	229	1	15541		4
GO:0034190	apolipoprotein receptor binding	MF	p	1.0	1.0	0	229	6	15541		4
GO:0140940	histone H2A methyltransferase activity	MF	p	1.0	1.0	0	229	3	15541		7
GO:0034189	very-low-density lipoprotein particle binding	MF	p	1.0	1.0	0	229	4	15541		5
GO:0061609	fructose-1-phosphate aldolase activity	MF	p	1.0	1.0	0	229	1	15541		5
GO:0016247	channel regulator activity	MF	p	1.0	1.0	2	229	153	15541	FHL1,FLNA	3
GO:0047256	lactosylceramide 1,3-N-acetyl-beta-D-glucosaminyltransferase activity	MF	p	1.0	1.0	0	229	1	15541		6
GO:0042625	ATPase-coupled ion transmembrane transporter activity	MF	p	1.0	1.0	0	229	21	15541		6
GO:0016886	ligase activity, forming phosphoric ester bonds	MF	p	1.0	1.0	0	229	6	15541		3
GO:0042903	tubulin deacetylase activity	MF	p	1.0	1.0	0	229	1	15541		5
GO:0047805	cytidylate cyclase activity	MF	p	1.0	1.0	0	229	1	15541		4
GO:0036470	tyrosine 3-monooxygenase activator activity	MF	p	1.0	1.0	0	229	1	15541		4
GO:0160230	U6 snRNA (guanine-N(2))-methyltransferase activity	MF	p	1.0	1.0	0	229	1	15541		7
GO:0008781	N-acylneuraminate cytidylyltransferase activity	MF	p	1.0	1.0	0	229	1	15541		6
GO:0004689	phosphorylase kinase activity	MF	p	1.0	1.0	0	229	1	15541		8
GO:0120092	(2E)-butenoyl-CoA hydratase activity	MF	p	1.0	1.0	0	229	1	15541		7
GO:0120562	GlcNAc(2)-PP-Dol mannosyltransferase activity	MF	p	1.0	1.0	0	229	5	15541		6
GO:0031208	POZ domain binding	MF	p	1.0	1.0	0	229	3	15541		4
GO:0015218	pyrimidine nucleotide transmembrane transporter activity	MF	p	1.0	1.0	0	229	1	15541		5
GO:0019531	oxalate transmembrane transporter activity	MF	p	1.0	1.0	0	229	9	15541		5
GO:0004792	thiosulfate-cyanide sulfurtransferase activity	MF	p	1.0	1.0	0	229	3	15541		5
GO:0035598	tRNA (N(6)-L-threonylcarbamoyladenosine(37)-C(2))-methylthiotransferase activity	MF	p	1.0	1.0	0	229	1	15541		6
GO:0004674	protein serine/threonine kinase activity	MF	p	1.0	1.0	5	229	378	15541	CASK,IRAK1,MAP3K15,NRK,PIM2	6
GO:0031705	bombesin receptor binding	MF	p	1.0	1.0	0	229	3	15541		6
GO:0120016	sphingolipid transfer activity	MF	p	1.0	1.0	0	229	7	15541		4
GO:0031071	cysteine desulfurase activity	MF	p	1.0	1.0	0	229	1	15541		5
GO:0062105	RNA 2'-O-methyltransferase activity	MF	p	1.0	1.0	0	229	9	15541		6
GO:0047627	adenylylsulfatase activity	MF	p	1.0	1.0	0	229	1	15541		5
GO:0015498	pantothenate:sodium symporter activity	MF	p	1.0	1.0	0	229	1	15541		9
GO:0044390	ubiquitin-like protein conjugating enzyme binding	MF	p	1.0	1.0	0	229	34	15541		4
GO:0010309	acireductone dioxygenase [iron(II)-requiring] activity	MF	p	1.0	1.0	0	229	1	15541		5
GO:0004551	dinucleotide phosphatase activity	MF	p	1.0	1.0	0	229	7	15541		6
GO:0140019	histone H3K9cr reader activity	MF	p	1.0	1.0	0	229	1	15541		6
GO:0140034	methylation-dependent protein binding	MF	p	1.0	1.0	0	229	2	15541		4
GO:0008783	agmatinase activity	MF	p	1.0	1.0	0	229	1	15541		5
GO:0008425	2-methoxy-6-polyprenyl-1,4-benzoquinol methyltransferase activity	MF	p	1.0	1.0	0	229	1	15541		6
GO:0160041	neuropeptide activity	MF	p	1.0	1.0	0	229	26	15541		5
GO:0005109	frizzled binding	MF	p	1.0	1.0	0	229	31	15541		5
GO:0019237	centromeric DNA binding	MF	p	1.0	1.0	0	229	5	15541		6
GO:0031714	C5a anaphylatoxin chemotactic receptor binding	MF	p	1.0	1.0	0	229	1	15541		5
GO:0031996	thioesterase binding	MF	p	1.0	1.0	0	229	9	15541		4
GO:0140485	5-aminolevulinic acid transmembrane transporter activity	MF	p	1.0	1.0	0	229	1	15541		5
GO:0042284	sphingolipid delta-4 desaturase activity	MF	p	1.0	1.0	0	229	2	15541		5
GO:0099530	G protein-coupled receptor activity involved in regulation of postsynaptic membrane potential	MF	p	1.0	1.0	0	229	6	15541		5
GO:0050633	acetyl-CoA C-myristoyltransferase activity	MF	p	1.0	1.0	0	229	3	15541		6
GO:0045236	CXCR chemokine receptor binding	MF	p	1.0	1.0	0	229	16	15541		6
GO:0120531	prenyl diphosphate synthase activity	MF	p	1.0	1.0	0	229	6	15541		5
GO:0046539	histamine N-methyltransferase activity	MF	p	1.0	1.0	0	229	1	15541		6
GO:0004057	arginyl-tRNA--protein transferase activity	MF	p	1.0	1.0	0	229	1	15541		5
GO:0141054	histone H2B ubiquitin ligase activity	MF	p	1.0	1.0	0	229	2	15541		9
GO:0004556	alpha-amylase activity	MF	p	1.0	1.0	0	229	5	15541		6
GO:0004446	inositol hexakisphosphate phosphatase activity	MF	p	1.0	1.0	0	229	1	15541		7
GO:0062179	vitamin D 23-hydroxylase activity	MF	p	1.0	1.0	0	229	2	15541		5
GO:0016170	interleukin-15 receptor binding	MF	p	1.0	1.0	0	229	1	15541		5
GO:0102757	NADPH phosphatase activity	MF	p	1.0	1.0	0	229	1	15541		6
GO:1990136	linoleate 9S-lipoxygenase activity	MF	p	1.0	1.0	0	229	2	15541		5
GO:0140260	mitochondrial proton-transporting ATP synthase complex binding	MF	p	1.0	1.0	0	229	2	15541		3
GO:0050733	RS domain binding	MF	p	1.0	1.0	0	229	4	15541		4
GO:0097163	sulfur carrier activity	MF	p	1.0	1.0	0	229	2	15541		2
GO:0140608	cysteine-type endopeptidase activator activity	MF	p	1.0	1.0	0	229	9	15541		6
GO:0005003	ephrin receptor activity	MF	p	1.0	1.0	0	229	19	15541		8
GO:0047022	7-beta-hydroxysteroid dehydrogenase (NADP+) activity	MF	p	1.0	1.0	0	229	1	15541		6
GO:0071890	bicarbonate binding	MF	p	1.0	1.0	0	229	1	15541		5
GO:0003726	double-stranded RNA adenosine deaminase activity	MF	p	1.0	1.0	0	229	4	15541		5
GO:0097160	polychlorinated biphenyl binding	MF	p	1.0	1.0	0	229	1	15541		2
GO:0004779	sulfate adenylyltransferase activity	MF	p	1.0	1.0	0	229	2	15541		6
GO:0004675	transmembrane receptor protein serine/threonine kinase activity	MF	p	1.0	1.0	0	229	16	15541		7
GO:0031854	orexigenic neuropeptide QRFP receptor binding	MF	p	1.0	1.0	0	229	1	15541		6
GO:0015389	pyrimidine- and adenosine-specific:sodium symporter activity	MF	p	1.0	1.0	0	229	3	15541		9
GO:0035851	Krueppel-associated box domain binding	MF	p	1.0	1.0	0	229	1	15541		4
GO:1902387	ceramide 1-phosphate binding	MF	p	1.0	1.0	0	229	4	15541		5
GO:0004991	parathyroid hormone receptor activity	MF	p	1.0	1.0	0	229	2	15541		5
GO:0003681	bent DNA binding	MF	p	1.0	1.0	0	229	1	15541		4
GO:0001025	RNA polymerase III general transcription initiation factor binding	MF	p	1.0	1.0	0	229	3	15541		5
GO:0008452	RNA ligase activity	MF	p	1.0	1.0	0	229	1	15541		4
GO:0102390	mycophenolic acid acyl-glucuronide esterase activity	MF	p	1.0	1.0	0	229	1	15541		5
GO:0031715	C5L2 anaphylatoxin chemotactic receptor binding	MF	p	1.0	1.0	0	229	1	15541		6
GO:0019771	high-affinity IgG receptor activity	MF	p	1.0	1.0	0	229	1	15541		6
GO:0009000	selenocysteine lyase activity	MF	p	1.0	1.0	0	229	1	15541		4
GO:0140892	sodium,bicarbonate:chloride antiporter activity	MF	p	1.0	1.0	0	229	2	15541		8
GO:0033862	UMP kinase activity	MF	p	1.0	1.0	0	229	3	15541		7
GO:0106254	lipid sensor activity	MF	p	1.0	1.0	0	229	1	15541		3
GO:0016155	formyltetrahydrofolate dehydrogenase activity	MF	p	1.0	1.0	0	229	2	15541		5
GO:0031696	alpha-2C adrenergic receptor binding	MF	p	1.0	1.0	0	229	2	15541		6
GO:0097682	intracellularly phosphatidylinositol-3,5-bisphosphate-gated monatomic cation channel activity	MF	p	1.0	1.0	0	229	3	15541		9
GO:0030742	GTP-dependent protein binding	MF	p	1.0	1.0	0	229	17	15541		3
GO:0004448	isocitrate dehydrogenase [NAD(P)+] activity	MF	p	1.0	1.0	0	229	4	15541		5
GO:0008798	beta-aspartyl-peptidase activity	MF	p	1.0	1.0	0	229	2	15541		5
GO:0106157	peptidyl-arginine 3-dioxygenase activity	MF	p	1.0	1.0	0	229	1	15541		5
GO:0045545	syndecan binding	MF	p	1.0	1.0	0	229	4	15541		4
GO:0106438	protein-glutamic acid ligase activity, elongating	MF	p	1.0	1.0	0	229	7	15541		6
GO:0070567	cytidylyltransferase activity	MF	p	1.0	1.0	0	229	8	15541		5
GO:0008467	[heparan sulfate]-glucosamine 3-sulfotransferase activity	MF	p	1.0	1.0	0	229	7	15541		7
GO:0005130	granulocyte colony-stimulating factor receptor binding	MF	p	1.0	1.0	0	229	1	15541		5
GO:0030345	structural constituent of tooth enamel	MF	p	1.0	1.0	0	229	4	15541		4
GO:0140699	cyclic GMP-AMP synthase activity	MF	p	1.0	1.0	0	229	1	15541		5
GO:0030429	kynureninase activity	MF	p	1.0	1.0	0	229	1	15541		5
GO:0045523	interleukin-27 receptor binding	MF	p	1.0	1.0	0	229	1	15541		5
GO:0004769	steroid Delta-isomerase activity	MF	p	1.0	1.0	0	229	3	15541		5
GO:0047560	3-dehydrosphinganine reductase activity	MF	p	1.0	1.0	0	229	1	15541		5
GO:0051139	metal cation:proton antiporter activity	MF	p	1.0	1.0	0	229	19	15541		7
GO:0072591	citrate-L-glutamate ligase activity	MF	p	1.0	1.0	0	229	1	15541		4
GO:0016671	oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor	MF	p	1.0	1.0	0	229	8	15541		4
GO:0004740	pyruvate dehydrogenase (acetyl-transferring) kinase activity	MF	p	1.0	1.0	0	229	3	15541		7
GO:0008404	arachidonate 14,15-epoxygenase activity	MF	p	1.0	1.0	0	229	3	15541		6
GO:0004996	thyroid-stimulating hormone receptor activity	MF	p	1.0	1.0	0	229	2	15541		5
GO:0004081	bis(5'-nucleosyl)-tetraphosphatase (asymmetrical) activity	MF	p	1.0	1.0	0	229	3	15541		7
GO:0036219	GTP diphosphatase activity	MF	p	1.0	1.0	0	229	2	15541		7
GO:0140414	phosphopantetheine-dependent carrier activity	MF	p	1.0	1.0	0	229	1	15541		2
GO:0016262	protein N-acetylglucosaminyltransferase activity	MF	p	1.0	1.0	0	229	1	15541		6
GO:0031780	corticotropin hormone receptor binding	MF	p	1.0	1.0	0	229	1	15541		7
GO:0106258	L-serine-phosphatidylcholine phosphatidyltransferase activity	MF	p	1.0	1.0	0	229	1	15541		5
GO:0043395	heparan sulfate proteoglycan binding	MF	p	1.0	1.0	0	229	17	15541		4
GO:0008525	phosphatidylcholine transporter activity	MF	p	1.0	1.0	0	229	17	15541		4
GO:0005416	amino acid:monoatomic cation symporter activity	MF	p	1.0	1.0	0	229	19	15541		7
GO:0036121	double-stranded DNA helicase activity	MF	p	1.0	1.0	0	229	3	15541		7
GO:0016492	G protein-coupled neurotensin receptor activity	MF	p	1.0	1.0	0	229	2	15541		7
GO:0019144	ADP-sugar diphosphatase activity	MF	p	1.0	1.0	0	229	2	15541		6
GO:0052815	medium-chain fatty acyl-CoA hydrolase activity	MF	p	1.0	1.0	0	229	2	15541		7
GO:0044549	GTP cyclohydrolase binding	MF	p	1.0	1.0	0	229	1	15541		4
GO:0030160	synaptic receptor adaptor activity	MF	p	1.0	1.0	0	229	3	15541		5
GO:0004654	polyribonucleotide nucleotidyltransferase activity	MF	p	1.0	1.0	0	229	1	15541		5
GO:0034595	phosphatidylinositol phosphate 5-phosphatase activity	MF	p	1.0	1.0	0	229	10	15541		7
GO:0140870	RNA polymerase inhibitor activity	MF	p	1.0	1.0	0	229	2	15541		4
GO:0016810	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	MF	p	1.0	1.0	1	229	114	15541	FAAH2	3
GO:0004906	type II interferon receptor activity	MF	p	1.0	1.0	0	229	1	15541		6
GO:0004965	G protein-coupled GABA receptor activity	MF	p	1.0	1.0	0	229	3	15541		5
GO:0031851	kappa-type opioid receptor binding	MF	p	1.0	1.0	0	229	1	15541		6
GO:0097371	MDM2/MDM4 family protein binding	MF	p	1.0	1.0	0	229	11	15541		3
GO:0047464	heparosan-N-sulfate-glucuronate 5-epimerase activity	MF	p	1.0	1.0	0	229	1	15541		5
GO:0061630	ubiquitin protein ligase activity	MF	p	1.0	1.0	4	229	306	15541	ASB12,MID1,MID2,RNF128	7
GO:0008802	betaine-aldehyde dehydrogenase (NAD+) activity	MF	p	1.0	1.0	0	229	1	15541		7
GO:0000774	adenyl-nucleotide exchange factor activity	MF	p	1.0	1.0	0	229	13	15541		3
GO:0120108	DNA-3'-diphospho-5'-guanosine diphosphatase activity	MF	p	1.0	1.0	0	229	1	15541		6
GO:0099567	calcium ion binding involved in regulation of postsynaptic cytosolic calcium ion concentration	MF	p	1.0	1.0	0	229	1	15541		8
GO:0017134	fibroblast growth factor binding	MF	p	1.0	1.0	0	229	20	15541		4
GO:0015056	corticotrophin-releasing factor receptor activity	MF	p	1.0	1.0	0	229	2	15541		5
GO:0034452	dynactin binding	MF	p	1.0	1.0	0	229	13	15541		4
GO:0015093	ferrous iron transmembrane transporter activity	MF	p	1.0	1.0	0	229	4	15541		8
GO:0004529	DNA exonuclease activity	MF	p	1.0	1.0	0	229	24	15541		5
GO:0070300	phosphatidic acid binding	MF	p	1.0	1.0	0	229	23	15541		5
GO:0002950	ceramide phosphoethanolamine synthase activity	MF	p	1.0	1.0	0	229	2	15541		5
GO:0045340	mercury ion binding	MF	p	1.0	1.0	0	229	3	15541		7
GO:0052871	alpha-tocopherol omega-hydroxylase activity	MF	p	1.0	1.0	0	229	1	15541		5
GO:0009013	succinate-semialdehyde dehydrogenase [NAD(P)+] activity	MF	p	1.0	1.0	0	229	1	15541		5
GO:0160009	histone decrotonylase activity	MF	p	1.0	1.0	0	229	4	15541		6
GO:0004731	purine-nucleoside phosphorylase activity	MF	p	1.0	1.0	0	229	3	15541		5
GO:0015189	L-lysine transmembrane transporter activity	MF	p	1.0	1.0	0	229	7	15541		5
GO:0140662	ATP-dependent protein folding chaperone	MF	p	1.0	1.0	0	229	25	15541		2
GO:0019972	interleukin-12 binding	MF	p	1.0	1.0	0	229	2	15541		4
GO:0070905	serine binding	MF	p	1.0	1.0	0	229	4	15541		6
GO:0047280	nicotinamide phosphoribosyltransferase activity	MF	p	1.0	1.0	0	229	1	15541		5
GO:0044017	histone H3K27 acetyltransferase activity	MF	p	1.0	1.0	0	229	2	15541		11
GO:0070335	aspartate binding	MF	p	1.0	1.0	0	229	1	15541		6
GO:0003945	N-acetyllactosamine synthase activity	MF	p	1.0	1.0	0	229	5	15541		7
GO:0106237	arachidonate 12(R)-lipoxygenase activity	MF	p	1.0	1.0	0	229	1	15541		5
GO:0047649	alkylglycerol kinase activity	MF	p	1.0	1.0	0	229	3	15541		5
GO:0034185	apolipoprotein binding	MF	p	1.0	1.0	0	229	15	15541		3
GO:0005307	choline:sodium symporter activity	MF	p	1.0	1.0	0	229	1	15541		8
GO:0003968	RNA-directed RNA polymerase activity	MF	p	1.0	1.0	0	229	3	15541		7
GO:0004458	D-lactate dehydrogenase (cytochrome) activity	MF	p	1.0	1.0	0	229	1	15541		6
GO:0001605	adrenomedullin receptor activity	MF	p	1.0	1.0	0	229	3	15541		7
GO:0140941	histone H4K20me methyltransferase activity	MF	p	1.0	1.0	0	229	4	15541		9
GO:0048403	brain-derived neurotrophic factor binding	MF	p	1.0	1.0	0	229	3	15541		5
GO:1905574	ganglioside GM2 binding	MF	p	1.0	1.0	0	229	1	15541		6
GO:0102264	tRNA-dihydrouridine20 synthase activity	MF	p	1.0	1.0	0	229	1	15541		7
GO:0032396	inhibitory MHC class I receptor activity	MF	p	1.0	1.0	0	229	8	15541		5
GO:0050196	[phosphorylase] phosphatase activity	MF	p	1.0	1.0	0	229	2	15541		7
GO:0140613	P-type manganese transporter activity	MF	p	1.0	1.0	0	229	2	15541		8
GO:0008200	ion channel inhibitor activity	MF	p	1.0	1.0	0	229	40	15541		5
GO:0008427	calcium-dependent protein kinase inhibitor activity	MF	p	1.0	1.0	0	229	3	15541		7
GO:0071796	K6-linked polyubiquitin modification-dependent protein binding	MF	p	1.0	1.0	0	229	2	15541		5
GO:0043915	L-seryl-tRNA(Sec) kinase activity	MF	p	1.0	1.0	0	229	1	15541		5
GO:0003847	1-alkyl-2-acetylglycerophosphocholine esterase activity	MF	p	1.0	1.0	0	229	6	15541		5
GO:0047704	bile-salt sulfotransferase activity	MF	p	1.0	1.0	0	229	1	15541		5
GO:0004729	oxygen-dependent protoporphyrinogen oxidase activity	MF	p	1.0	1.0	0	229	1	15541		5
GO:0071916	dipeptide transmembrane transporter activity	MF	p	1.0	1.0	0	229	4	15541		5
GO:0003988	acetyl-CoA C-acyltransferase activity	MF	p	1.0	1.0	0	229	7	15541		6
GO:0016594	glycine binding	MF	p	1.0	1.0	0	229	10	15541		6
GO:0042012	interleukin-16 receptor activity	MF	p	1.0	1.0	0	229	1	15541		5
GO:0008865	fructokinase activity	MF	p	1.0	1.0	0	229	5	15541		7
GO:0016176	superoxide-generating NADPH oxidase activator activity	MF	p	1.0	1.0	0	229	9	15541		4
GO:0004733	pyridoxamine phosphate oxidase activity	MF	p	1.0	1.0	0	229	1	15541		5
GO:0050136	NADH dehydrogenase (quinone) (non-electrogenic) activity	MF	p	1.0	1.0	0	229	1	15541		6
GO:0017111	ribonucleoside triphosphate phosphatase activity	MF	p	1.0	1.0	8	229	602	15541	ABCB7,ATP11C,DDX3X,GSPT2,MORC4,RAP2C,RRAGB,SMC1A	6
GO:0005460	UDP-glucose transmembrane transporter activity	MF	p	1.0	1.0	0	229	1	15541		6
GO:0030395	lactose binding	MF	p	1.0	1.0	0	229	2	15541		5
GO:0016493	C-C chemokine receptor activity	MF	p	1.0	1.0	0	229	20	15541		7
GO:0016717	oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water	MF	p	1.0	1.0	0	229	9	15541		4
GO:0141089	glucose sensor activity	MF	p	1.0	1.0	0	229	2	15541		3
GO:0003831	beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase activity	MF	p	1.0	1.0	0	229	3	15541		7
GO:0120518	protein N-terminal-methionine acetyltransferase activity	MF	p	1.0	1.0	0	229	4	15541		9
GO:0035402	histone H3T11 kinase activity	MF	p	1.0	1.0	0	229	2	15541		8
GO:0004693	cyclin-dependent protein serine/threonine kinase activity	MF	p	1.0	1.0	0	229	22	15541		7
GO:0140081	glycosylated region protein binding	MF	p	1.0	1.0	0	229	3	15541		3
GO:0140858	histone H2AK15 ubiquitin ligase activity	MF	p	1.0	1.0	0	229	1	15541		10
GO:0097177	mitochondrial ribosome binding	MF	p	1.0	1.0	0	229	10	15541		5
GO:0016532	superoxide dismutase copper chaperone activity	MF	p	1.0	1.0	0	229	2	15541		4
GO:0034736	cholesterol O-acyltransferase activity	MF	p	1.0	1.0	0	229	2	15541		7
GO:0070653	high-density lipoprotein particle receptor binding	MF	p	1.0	1.0	0	229	3	15541		5
GO:0045485	omega-6 fatty acid desaturase activity	MF	p	1.0	1.0	0	229	1	15541		4
GO:0031821	G protein-coupled serotonin receptor binding	MF	p	1.0	1.0	0	229	3	15541		5
GO:0016884	carbon-nitrogen ligase activity, with glutamine as amido-N-donor	MF	p	1.0	1.0	0	229	9	15541		4
GO:0004483	methyltransferase cap1 activity	MF	p	1.0	1.0	0	229	2	15541		6
GO:0051192	prosthetic group binding	MF	p	1.0	1.0	0	229	1	15541		2
GO:0010855	adenylate cyclase inhibitor activity	MF	p	1.0	1.0	0	229	5	15541		5
GO:0070892	lipoteichoic acid immune receptor activity	MF	p	1.0	1.0	0	229	1	15541		4
GO:0015183	L-aspartate transmembrane transporter activity	MF	p	1.0	1.0	0	229	7	15541		5
GO:0038117	C-C motif chemokine 19 receptor activity	MF	p	1.0	1.0	0	229	1	15541		8
GO:0008296	3'-5'-DNA exonuclease activity	MF	p	1.0	1.0	0	229	16	15541		7
GO:0120524	long-chain fatty acyl-CoA oxidase activity	MF	p	1.0	1.0	0	229	3	15541		6
GO:0140828	metal cation:monoatomic cation antiporter activity	MF	p	1.0	1.0	0	229	33	15541		6
GO:0141051	histone H4K deacetylase activity	MF	p	1.0	1.0	0	229	3	15541		6
GO:0050560	aspartate-tRNA(Asn) ligase activity	MF	p	1.0	1.0	0	229	1	15541		6
GO:0004419	hydroxymethylglutaryl-CoA lyase activity	MF	p	1.0	1.0	0	229	2	15541		5
GO:0004754	saccharopine dehydrogenase (NAD+, L-lysine-forming) activity	MF	p	1.0	1.0	0	229	1	15541		6
GO:0004377	GDP-Man:Man(3)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase activity	MF	p	1.0	1.0	0	229	1	15541		7
GO:0008422	beta-glucosidase activity	MF	p	1.0	1.0	0	229	4	15541		6
GO:0019002	GMP binding	MF	p	1.0	1.0	0	229	3	15541		8
GO:0050436	microfibril binding	MF	p	1.0	1.0	0	229	4	15541		3
