GO_ID	GO_Name	GO_Category	Enrichment	p_uncorrected	p_fdr_bh	Study_Count	Study_Total	Pop_Count	Pop_Total	Study_Genes	Depth
GO:0009952	anterior/posterior pattern specification	BP	p	0.7269962616411498	1.0	1	229	143	15541	CDX4	4
GO:0061025	membrane fusion	BP	p	0.7269962616411498	1.0	1	229	143	15541	SPACA5	5
GO:0050954	sensory perception of mechanical stimulus	BP	p	0.7269962616411498	1.0	1	229	143	15541	POU3F4	5
GO:0002366	leukocyte activation involved in immune response	BP	p	0.7269962616411498	1.0	1	229	143	15541	ITM2A	4
GO:0045596	negative regulation of cell differentiation	BP	p	0.7271929281945151	1.0	7	229	596	15541	G6PD,GDI1,MBNL3,MCF2,MECP2,PLXNA3,TRPC5	5
GO:0043086	negative regulation of catalytic activity	BP	p	0.7272324927380064	1.0	1	229	144	15541	GLA	4
GO:0007605	sensory perception of sound	BP	p	0.7262286032349162	1.0	1	229	138	15541	POU3F4	6
GO:0002705	positive regulation of leukocyte mediated immunity	BP	p	0.7262286032349162	1.0	1	229	138	15541	BTK	6
GO:0046034	ATP metabolic process	BP	p	0.7263255164030238	1.0	1	229	139	15541	FAM3A	10
GO:0006665	sphingolipid metabolic process	BP	p	0.7264511853336495	1.0	1	229	140	15541	GLA	6
GO:0009755	hormone-mediated signaling pathway	BP	p	0.7264511853336495	1.0	1	229	140	15541	AR	5
GO:0043488	regulation of mRNA stability	BP	p	0.7264511853336495	1.0	1	229	140	15541	TENT5D	10
GO:0009451	RNA modification	BP	p	0.7266051631523716	1.0	1	229	141	15541	HSD17B10	7
GO:0001959	regulation of cytokine-mediated signaling pathway	BP	p	0.7267870036885675	1.0	1	229	142	15541	IRAK1	6
GO:1903522	regulation of blood circulation	BP	p	0.7734454439260994	1.0	2	229	212	15541	AGTR2,DMD	5
GO:0010557	positive regulation of macromolecule biosynthetic process	BP	p	0.7737781814731151	1.0	30	229	2187	15541	AGTR2,AR,ARMCX3,ARX,BCLAF3,BTK,CASK,CDX4,DDX3X,EDA,HCFC1,HMGN5,IRAK1,MAGED1,MBTPS2,MECP2,MID2,PHF8,PIM2,PQBP1,RAP2C,RBBP7,RBMX,SH3BGRL,TBX22,TENT5D,TFE3,YY2,ZCCHC13,ZFX	7
GO:0006913	nucleocytoplasmic transport	BP	p	0.7739450878415504	1.0	2	229	215	15541	MBTPS2,NUP62CL	6
GO:0051169	nuclear transport	BP	p	0.7741416128914069	1.0	2	229	216	15541	MBTPS2,NUP62CL	5
GO:0050870	positive regulation of T cell activation	BP	p	0.7745785721753065	1.0	2	229	218	15541	EFNB1,NKAP	8
GO:0009101	glycoprotein biosynthetic process	BP	p	0.7745785721753065	1.0	2	229	218	15541	ALG13,HS6ST2	6
GO:0016197	endosomal transport	BP	p	0.7753411277670819	1.0	2	229	221	15541	ATP6AP1,REPS2	5
GO:0042327	positive regulation of phosphorylation	BP	p	0.7756231666960637	1.0	2	229	222	15541	SYAP1,TENM1	8
GO:0016477	cell migration	BP	p	0.761193837960779	1.0	10	229	776	15541	ARX,CD99,EFNB1,FLNA,GPC3,GPC4,PLXNA3,SH3KBP1,USP9X,XG	3
GO:0032880	regulation of protein localization	BP	p	0.7613876063220472	1.0	10	229	789	15541	AR,EMD,FLNA,GDI1,GPC3,GPC4,GRIPAP1,IQSEC2,MAGED1,TENM1	4
GO:0090257	regulation of muscle system process	BP	p	0.7728031413719417	1.0	2	229	204	15541	DMD,G6PD	5
GO:0001934	positive regulation of protein phosphorylation	BP	p	0.7728031413719417	1.0	2	229	204	15541	SYAP1,TENM1	9
GO:1903050	regulation of proteolysis involved in protein catabolic process	BP	p	0.7728031413719417	1.0	2	229	204	15541	OPHN1,USP9X	8
GO:0010810	regulation of cell-substrate adhesion	BP	p	0.7728068026101497	1.0	2	229	202	15541	CASK,FLNA	5
GO:1901873	regulation of post-translational protein modification	BP	p	0.7728068026101497	1.0	2	229	202	15541	AMER1,DDX3X	8
GO:0030098	lymphocyte differentiation	BP	p	0.7733094566277283	1.0	2	229	211	15541	ITM2A,NKAP	6
GO:0097193	intrinsic apoptotic signaling pathway	BP	p	0.7349526125449442	1.0	1	229	161	15541	DDX3X	6
GO:0001894	tissue homeostasis	BP	p	0.7356003673353184	1.0	1	229	162	15541	DMD	4
GO:0060249	anatomical structure homeostasis	BP	p	0.7356003673353184	1.0	1	229	162	15541	DMD	3
GO:0070374	positive regulation of ERK1 and ERK2 cascade	BP	p	0.7356003673353184	1.0	1	229	162	15541	HTR2C	9
GO:0045580	regulation of T cell differentiation	BP	p	0.7362670209057174	1.0	1	229	163	15541	NKAP	9
GO:0016485	protein processing	BP	p	0.7362670209057174	1.0	1	229	163	15541	F9	6
GO:0010564	regulation of cell cycle process	BP	p	0.7393552580694549	1.0	8	229	642	15541	DDX3X,FHL1,MBTPS2,OPN1LW,OPN1MW,OPN1MW2,OPN1MW3,TXLNG	5
GO:0141124	intracellular signaling cassette	BP	p	0.7527363464493418	1.0	9	229	737	15541	AGTR2,AR,BTK,DMD,GDI1,IRAK1,MAP3K15,RAP2C,TAB3	6
GO:0045165	cell fate commitment	BP	p	0.7309816120878257	1.0	1	229	154	15541	ARX	3
GO:0007033	vacuole organization	BP	p	0.7320114844253398	1.0	1	229	156	15541	TFE3	5
GO:0044085	cellular component biogenesis	BP	p	0.7325586600707981	1.0	1	229	157	15541	DDX3X	3
GO:2001242	regulation of intrinsic apoptotic signaling pathway	BP	p	0.7325586600707981	1.0	1	229	157	15541	DDX3X	7
GO:0061013	regulation of mRNA catabolic process	BP	p	0.7325586600707981	1.0	1	229	157	15541	TENT5D	9
GO:0072330	monocarboxylic acid biosynthetic process	BP	p	0.7331267727748718	1.0	1	229	158	15541	HSD17B10	8
GO:0009205	purine ribonucleoside triphosphate metabolic process	BP	p	0.7343241582014928	1.0	1	229	160	15541	FAM3A	9
GO:0055088	lipid homeostasis	BP	p	0.7343241582014928	1.0	1	229	160	15541	DDX3X	3
GO:0016310	phosphorylation	BP	p	0.821333487303822	1.0	4	229	343	15541	BTK,IRAK1,PIM2,PRDX4	5
GO:0032102	negative regulation of response to external stimulus	BP	p	0.821370454305484	1.0	4	229	344	15541	CASK,FAM3A,PLXNA3,VSIG4	5
GO:0033036	macromolecule localization	BP	p	0.8268578429696867	1.0	22	229	1611	15541	ARMCX3,ATP6AP1,CASK,DDX3X,DLG3,DMD,FAM3A,FLNA,GDI1,GRIPAP1,MAGED1,MBTPS2,MECP2,MID1,MID2,NUP62CL,RNF128,RRAGB,TIMM17B,TIMM8A,USP9X,WDR44	2
GO:0044093	positive regulation of molecular function	BP	p	0.8379085409673384	1.0	5	229	432	15541	BTK,IRAK1,SYAP1,TENM1,USP9X	3
GO:0007346	regulation of mitotic cell cycle	BP	p	0.8385333995706441	1.0	5	229	436	15541	DDX3X,DYNLT3,FHL1,MBTPS2,PIM2	5
GO:0045785	positive regulation of cell adhesion	BP	p	0.8387025732330478	1.0	5	229	437	15541	EFNB1,FLNA,IRAK1,NKAP,TFE3	5
GO:0007610	behavior	BP	p	0.8569679678733051	1.0	7	229	550	15541	AFF2,AGTR2,ARMCX5-GPRASP2,GPRASP3,HTR2C,MECP2,NLGN4X	2
GO:0051239	regulation of multicellular organismal process	BP	p	0.8573586473860378	1.0	36	229	2542	15541	AGTR2,AR,ARMCX5-GPRASP2,ARX,BTK,CLDN2,DDX3X,DMD,EFNB1,FLNA,G6PD,GDI1,GPR174,GPRASP3,HTR2C,IL1RAPL1,IQSEC2,IRAK1,MAGED1,MCF2,MECP2,NKAP,NLGN4X,OTUD5,PLXNA3,POLA1,PQBP1,PRDX4,RBBP7,RNF128,SH3KBP1,TCP11X1,TFE3,TRPC5,TXLNG,VSIG4	3
GO:0019216	regulation of lipid metabolic process	BP	p	0.8042127836155588	1.0	3	229	294	15541	HTR2C,MBTPS2,TAFAZZIN	6
GO:0006631	fatty acid metabolic process	BP	p	0.8042127836155588	1.0	3	229	294	15541	ACOT9,FAAH2,HSD17B10	8
GO:0032956	regulation of actin cytoskeleton organization	BP	p	0.8046971834645693	1.0	3	229	296	15541	FLNA,FRMD7,TENM1	7
GO:0043067	regulation of programmed cell death	BP	p	0.8074801998509031	1.0	17	229	1265	15541	AGTR2,AR,ARMCX5-GPRASP2,BTK,DDX3X,FLNA,G6PD,GPRASP3,HMGN5,MAGED1,MECP2,PIM2,POU3F4,RPL10,TEX11,TMEM164,TSC22D3	4
GO:0048583	regulation of response to stimulus	BP	p	0.8105919643690653	1.0	49	229	3478	15541	ACTRT1,AGTR2,AMER1,AR,ARHGEF9,BTK,CASK,CNKSR2,DDX3X,DMD,EDA,EMD,FAM3A,FLNA,FRMD7,G6PD,GDI1,GPC3,GPC4,HTR2C,IGSF1,IQSEC2,IRAK1,KLHL15,MAGEA1,MAGED1,MBTPS2,MCF2,MID1,MID2,NLGN4X,NRK,OPHN1,OTUD5,PIM2,PLXNA3,PPP1R2C,PPP4R3C,PQBP1,RADX,RBBP7,RRAGB,SPRY3,STARD8,TAB3,TASL,TENM1,USP9X,VSIG4	3
GO:0042127	regulation of cell population proliferation	BP	p	0.8162849705310691	1.0	19	229	1409	15541	AR,ARX,BTK,CASK,DLG3,EFNB1,EMD,FLNA,GPC3,HMGN5,IRAK1,MAGED1,MECP2,PIM2,PRDX4,SAT1,TENM1,TRPC5,VSIG4	4
GO:0009605	response to external stimulus	BP	p	0.8164120067279899	1.0	19	229	1412	15541	BTK,CLDN2,DDX3X,DMD,FAM3A,GPC3,IRAK1,MECP2,MID2,OPN1LW,OPN1MW,OPN1MW2,OPN1MW3,OTUD5,PIM2,PQBP1,TAB3,TASL,VSIG4	2
GO:0009615	response to virus	BP	p	0.8212782863619597	1.0	4	229	337	15541	DDX3X,MID2,PIM2,PQBP1	5
GO:0007268	chemical synaptic transmission	BP	p	0.8019821024842179	1.0	3	229	281	15541	DLG3,HTR2C,MECP2	8
GO:0098916	anterograde trans-synaptic signaling	BP	p	0.8019821024842179	1.0	3	229	281	15541	DLG3,HTR2C,MECP2	7
GO:0002237	response to molecule of bacterial origin	BP	p	0.802094594618874	1.0	3	229	282	15541	BTK,IRAK1,OTUD5	4
GO:0006091	generation of precursor metabolites and energy	BP	p	0.802094594618874	1.0	3	229	282	15541	ENOX2,G6PD,GYG2	3
GO:0022409	positive regulation of cell-cell adhesion	BP	p	0.8022172726423276	1.0	3	229	283	15541	EFNB1,IRAK1,NKAP	6
GO:1901990	regulation of mitotic cell cycle phase transition	BP	p	0.8023500462838044	1.0	3	229	284	15541	DDX3X,FHL1,MBTPS2	7
GO:1902105	regulation of leukocyte differentiation	BP	p	0.802645516332117	1.0	3	229	286	15541	BTK,NKAP,TFE3	7
GO:0010038	response to metal ion	BP	p	0.8035544358800841	1.0	3	229	291	15541	G6PD,GDI1,OTC	3
GO:0030099	myeloid cell differentiation	BP	p	0.776550349914336	1.0	2	229	225	15541	GPC3,NKAP	4
GO:0051726	regulation of cell cycle	BP	p	0.7782103288224853	1.0	12	229	926	15541	DDX3X,DYNLT3,FHL1,HCFC1,JADE3,MBTPS2,OPN1LW,OPN1MW,OPN1MW2,OPN1MW3,PIM2,TXLNG	4
GO:0048731	system development	BP	p	0.7782986363044939	1.0	12	229	928	15541	AR,ARX,DLG3,EFNB1,FRMD7,IL1RAPL2,MECP2,OPHN1,SPRY3,TENM1,TIMM8A,TRPC5	3
GO:0046394	carboxylic acid biosynthetic process	BP	p	0.7795859233123422	1.0	2	229	233	15541	HSD17B10,OTC	7
GO:0051707	response to other organism	BP	p	0.7850958946424598	1.0	13	229	979	15541	BTK,CLDN2,DDX3X,FAM3A,GPC3,IRAK1,MECP2,MID2,PIM2,PQBP1,TAB3,TASL,VSIG4	4
GO:0030030	cell projection organization	BP	p	0.7852354863608789	1.0	13	229	993	15541	ARX,CFAP47,DMD,EFNB1,FLNA,MAP7D2,MCF2,MECP2,OPHN1,PLXNA3,PQBP1,USP9X,WDR44	4
GO:0009100	glycoprotein metabolic process	BP	p	0.8014420812965837	1.0	3	229	270	15541	ALG13,BTK,HS6ST2	5
GO:0070482	response to oxygen levels	BP	p	0.8015260248728815	1.0	3	229	275	15541	ATP6AP1,IRAK1,MECP2	3
GO:0061452	retrotrapezoid nucleus neuron differentiation	BP	p	1.0	1.0	0	229	1	15541		6
GO:0071812	positive regulation of fever generation by positive regulation of prostaglandin secretion	BP	p	1.0	1.0	0	229	2	15541		10
GO:0070425	negative regulation of nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway	BP	p	1.0	1.0	0	229	3	15541		10
GO:0046754	viral exocytosis	BP	p	1.0	1.0	0	229	1	15541		7
GO:0060666	dichotomous subdivision of terminal units involved in salivary gland branching	BP	p	1.0	1.0	0	229	3	15541		6
GO:0140507	granzyme-mediated programmed cell death signaling pathway	BP	p	1.0	1.0	0	229	9	15541		5
GO:0007157	heterophilic cell-cell adhesion	BP	p	1.0	1.0	0	229	39	15541		4
GO:1905064	negative regulation of vascular associated smooth muscle cell differentiation	BP	p	1.0	1.0	0	229	7	15541		8
GO:0071217	cellular response to external biotic stimulus	BP	p	1.0	1.0	0	229	2	15541		4
GO:1904716	positive regulation of chaperone-mediated autophagy	BP	p	1.0	1.0	0	229	1	15541		9
GO:0032425	positive regulation of mismatch repair	BP	p	1.0	1.0	0	229	2	15541		10
GO:0001838	embryonic epithelial tube formation	BP	p	1.0	1.0	0	229	26	15541		5
GO:1902001	fatty acid transmembrane transport	BP	p	1.0	1.0	0	229	11	15541		8
GO:0140300	serine import into mitochondrion	BP	p	1.0	1.0	0	229	2	15541		8
GO:0042323	negative regulation of circadian sleep/wake cycle, non-REM sleep	BP	p	1.0	1.0	0	229	1	15541		8
GO:0140541	piRNA transcription	BP	p	1.0	1.0	0	229	1	15541		9
GO:0044281	small molecule metabolic process	BP	p	0.9044277411134735	1.0	18	229	1311	15541	ACOT9,CASK,CTPS2,FAAH2,FAM3A,G6PD,GK,HSD17B10,MBTPS2,MECP2,NUDT10,NUDT11,OTC,PDHA1,PUDP,SLC35A2,SMS,TKTL1	3
GO:0008104	intracellular protein localization	BP	p	0.9120486284121161	1.0	22	229	1574	15541	ARMCX3,ATP6AP1,CASK,DDX3X,DLG3,DMD,FAM3A,FLNA,GDI1,GRIPAP1,MAGED1,MBTPS2,MECP2,MID1,MID2,NUP62CL,RNF128,RRAGB,TIMM17B,TIMM8A,USP9X,WDR44	3
GO:1902531	regulation of intracellular signal transduction	BP	p	0.9152681159273741	1.0	24	229	1715	15541	AR,ARHGEF9,BTK,DDX3X,EDA,FLNA,FRMD7,HTR2C,IQSEC2,IRAK1,MCF2,MID1,MID2,NRK,OPHN1,OTUD5,PIM2,RRAGB,SPRY3,STARD8,TAB3,TASL,TENM1,USP9X	6
GO:0050789	regulation of biological process	BP	p	0.945376243421175	1.0	141	229	9620	15541	ABCB7,ACTRT1,ADGRG4,AFF2,AGTR2,AMER1,AR,ARHGAP36,ARHGEF9,ARMCX3,ARMCX5-GPRASP2,ARX,BCLAF3,BEX5,BRWD3,BTK,CASK,CD99,CDX4,CLDN2,CNKSR2,CYSLTR1,DACH2,DDX3X,DLG3,DMD,DYNLT3,EDA,EFNB1,EMD,EZHIP,FAM3A,FAM50A,FHL1,FLNA,FRMD7,G6PD,GDI1,GDPD2,GLA,GNG5B,GPC3,GPC4,GPR174,GPR34,GPR82,GPRASP3,GRIPAP1,GSPT2,HCFC1,HDX,HEPH,HMGN5,HNRNPH2,HTR2C,IGSF1,IL1RAPL1,IL1RAPL2,IQSEC2,IRAK1,ITM2A,JADE3,KDM6A,KLHL15,LPAR4,MAGEA1,MAGED1,MAGEE2,MAP3K15,MBNL3,MBTPS2,MCF2,MECP2,MID1,MID2,MTMR8,NAP1L2,NBDY,NKAP,NLGN4X,NRK,OPHN1,OPN1LW,OPN1MW,OPN1MW2,OPN1MW3,OR13H1,OTUD5,P2RY10,PHF8,PIM2,PLS3,PLXNA3,POLA1,POU3F4,PPP1R2C,PPP4R3C,PQBP1,PRDX4,RADX,RAP2C,RBBP7,RBMX,REPS2,RIPPLY1,RNF128,RPL10,RRAGB,SAT1,SCML2,SH3BGRL,SH3KBP1,SPIN3,SPRY3,STARD8,SYAP1,TAB3,TAFAZZIN,TASL,TBX22,TCP11X1,TENM1,TENT5D,TEX11,TFE3,TGIF2LX,TMEM164,TMSB15C,TRPC5,TSC22D3,TXLNG,USP9X,VSIG4,WDR44,XG,YY2,ZCCHC13,ZFX,ZNF182,ZNF630,ZNF81	2
GO:0051100	negative regulation of binding	BP	p	1.0	1.0	0	229	42	15541		4
GO:0106101	ER-dependent peroxisome localization	BP	p	1.0	1.0	0	229	1	15541		7
GO:0140291	peptidyl-glutamate ADP-deribosylation	BP	p	1.0	1.0	0	229	3	15541		7
GO:1900104	regulation of hyaluranon cable assembly	BP	p	1.0	1.0	0	229	3	15541		5
GO:0006338	chromatin remodeling	BP	p	0.8574675296317915	1.0	7	229	560	15541	EZHIP,HCFC1,KDM6A,MECP2,NAP1L2,PHF8,RBBP7	5
GO:0070925	organelle assembly	BP	p	0.8657663620654681	1.0	8	229	637	15541	AR,CFAP47,DDX3X,DMD,FLNA,SMC1A,USP9X,WDR44	5
GO:0048609	multicellular organismal reproductive process	BP	p	0.8712860546861587	1.0	9	229	689	15541	AR,DDX3X,DIAPH2,FAM50A,FAM9B,PRDX4,SPACA5,SPIN3,USP9X	2
GO:0006812	monoatomic cation transport	BP	p	0.8713936481706331	1.0	9	229	692	15541	ABCB7,ATP6AP1,CASK,CYSLTR1,FLNA,HEPH,HTR2C,KCND1,TRPC5	5
GO:0051050	positive regulation of transport	BP	p	0.8719351128746875	1.0	9	229	702	15541	BTK,CASK,EMD,FHL1,FLNA,G6PD,GPC3,HEPH,TENM1	5
GO:0002684	positive regulation of immune system process	BP	p	0.8859625732185037	1.0	12	229	880	15541	BTK,CD99,DDX3X,EFNB1,GDI1,IRAK1,NKAP,PQBP1,SH3KBP1,TASL,VSIG4,XG	4
GO:0009894	regulation of catabolic process	BP	p	0.8859642262915844	1.0	12	229	884	15541	AMER1,FLNA,GPC3,MID2,MTMR8,OPHN1,PIM2,RNF128,RRAGB,TAB3,TENT5D,USP9X	5
GO:0010628	positive regulation of gene expression	BP	p	0.8932830651922599	1.0	14	229	1024	15541	AR,ARX,BTK,DDX3X,EDA,HCFC1,HMGN5,IRAK1,PHF8,PQBP1,RBMX,SH3BGRL,TENT5D,ZCCHC13	8
GO:0150090	multiple spine synapse organization, single dendrite	BP	p	1.0	1.0	0	229	1	15541		7
GO:0002522	leukocyte migration involved in immune response	BP	p	1.0	1.0	0	229	3	15541		5
GO:0030509	BMP signaling pathway	BP	p	1.0	1.0	1	229	76	15541	USP9X	9
GO:0090245	axis elongation involved in somitogenesis	BP	p	1.0	1.0	0	229	1	15541		5
GO:1903830	magnesium ion transmembrane transport	BP	p	1.0	1.0	0	229	14	15541		8
GO:0072184	renal vesicle progenitor cell differentiation	BP	p	1.0	1.0	0	229	1	15541		5
GO:2000486	negative regulation of glutamine transport	BP	p	1.0	1.0	0	229	1	15541		8
GO:1905820	positive regulation of chromosome separation	BP	p	1.0	1.0	0	229	29	15541		8
GO:0009251	glucan catabolic process	BP	p	1.0	1.0	0	229	18	15541		7
GO:0071312	cellular response to alkaloid	BP	p	1.0	1.0	0	229	35	15541		5
GO:1901894	regulation of ATPase-coupled calcium transmembrane transporter activity	BP	p	1.0	1.0	0	229	4	15541		7
GO:0018201	peptidyl-glycine modification	BP	p	1.0	1.0	0	229	2	15541		7
GO:0014887	cardiac muscle adaptation	BP	p	1.0	1.0	0	229	12	15541		6
GO:0019885	antigen processing and presentation of endogenous peptide antigen via MHC class I	BP	p	1.0	1.0	0	229	21	15541		5
GO:2000387	regulation of antral ovarian follicle growth	BP	p	1.0	1.0	0	229	1	15541		5
GO:0003348	cardiac endothelial cell differentiation	BP	p	1.0	1.0	0	229	3	15541		6
GO:1905146	lysosomal protein catabolic process	BP	p	1.0	1.0	0	229	9	15541		7
GO:0030035	microspike assembly	BP	p	1.0	1.0	0	229	4	15541		7
GO:1903358	regulation of Golgi organization	BP	p	1.0	1.0	0	229	13	15541		6
GO:0061739	protein lipidation involved in autophagosome assembly	BP	p	1.0	1.0	0	229	1	15541		9
GO:0032967	positive regulation of collagen biosynthetic process	BP	p	1.0	1.0	0	229	22	15541		7
GO:0014052	regulation of gamma-aminobutyric acid secretion	BP	p	1.0	1.0	0	229	5	15541		7
GO:0021515	cell differentiation in spinal cord	BP	p	1.0	1.0	0	229	38	15541		4
GO:0097688	glutamate receptor clustering	BP	p	1.0	1.0	0	229	3	15541		7
GO:2000105	positive regulation of DNA-templated DNA replication	BP	p	1.0	1.0	0	229	13	15541		10
GO:0019227	neuronal action potential propagation	BP	p	1.0	1.0	0	229	8	15541		6
GO:0045575	basophil activation	BP	p	1.0	1.0	0	229	2	15541		6
GO:0060158	phospholipase C-activating dopamine receptor signaling pathway	BP	p	1.0	1.0	0	229	7	15541		7
GO:0010625	positive regulation of Schwann cell proliferation	BP	p	1.0	1.0	0	229	1	15541		10
GO:1901899	positive regulation of relaxation of cardiac muscle	BP	p	1.0	1.0	0	229	2	15541		8
GO:0098914	membrane repolarization during atrial cardiac muscle cell action potential	BP	p	1.0	1.0	0	229	4	15541		7
GO:0051388	positive regulation of neurotrophin TRK receptor signaling pathway	BP	p	1.0	1.0	0	229	4	15541		7
GO:0031448	positive regulation of fast-twitch skeletal muscle fiber contraction	BP	p	1.0	1.0	0	229	2	15541		11
GO:0060603	mammary gland duct morphogenesis	BP	p	1.0	1.0	0	229	8	15541		6
GO:0035627	ceramide transport	BP	p	1.0	1.0	0	229	12	15541		6
GO:0060973	cell migration involved in heart development	BP	p	1.0	1.0	0	229	15	15541		4
GO:0034698	response to gonadotropin	BP	p	1.0	1.0	0	229	25	15541		4
GO:0002435	immune complex clearance by erythrocytes	BP	p	1.0	1.0	0	229	1	15541		4
GO:0043314	negative regulation of neutrophil degranulation	BP	p	1.0	1.0	0	229	2	15541		11
GO:0006668	sphinganine-1-phosphate metabolic process	BP	p	1.0	1.0	0	229	2	15541		7
GO:0046677	response to antibiotic	BP	p	1.0	1.0	0	229	35	15541		3
GO:0006505	GPI anchor metabolic process	BP	p	1.0	1.0	0	229	27	15541		8
GO:1904293	negative regulation of ERAD pathway	BP	p	1.0	1.0	0	229	4	15541		11
GO:0060136	embryonic process involved in female pregnancy	BP	p	1.0	1.0	0	229	7	15541		3
GO:0045659	negative regulation of neutrophil differentiation	BP	p	1.0	1.0	0	229	1	15541		11
GO:0042953	lipoprotein transport	BP	p	1.0	1.0	0	229	16	15541		6
GO:2000534	positive regulation of renal albumin absorption	BP	p	1.0	1.0	0	229	1	15541		7
GO:1902527	positive regulation of protein monoubiquitination	BP	p	1.0	1.0	0	229	3	15541		12
GO:0072489	methylammonium transmembrane transport	BP	p	1.0	1.0	0	229	1	15541		7
GO:1901355	response to rapamycin	BP	p	1.0	1.0	0	229	5	15541		5
GO:0030026	intracellular manganese ion homeostasis	BP	p	1.0	1.0	0	229	5	15541		6
GO:1901787	benzoyl-CoA metabolic process	BP	p	1.0	1.0	0	229	1	15541		8
GO:1901835	positive regulation of deadenylation-independent decapping of nuclear-transcribed mRNA	BP	p	1.0	1.0	0	229	1	15541		11
GO:0007217	tachykinin receptor signaling pathway	BP	p	1.0	1.0	0	229	8	15541		6
GO:0051934	catecholamine uptake involved in synaptic transmission	BP	p	1.0	1.0	0	229	5	15541		8
GO:0001922	B-1 B cell homeostasis	BP	p	1.0	1.0	0	229	4	15541		7
GO:0000435	positive regulation of transcription from RNA polymerase II promoter by galactose	BP	p	1.0	1.0	0	229	1	15541		13
GO:2001311	lysobisphosphatidic acid metabolic process	BP	p	1.0	1.0	0	229	1	15541		7
GO:0042494	detection of bacterial lipoprotein	BP	p	1.0	1.0	0	229	4	15541		6
GO:1905668	positive regulation of protein localization to endosome	BP	p	1.0	1.0	0	229	11	15541		6
GO:0031460	glycine betaine transport	BP	p	1.0	1.0	0	229	2	15541		7
GO:0071045	nuclear histone mRNA catabolic process	BP	p	1.0	1.0	0	229	1	15541		12
GO:1902462	positive regulation of mesenchymal stem cell proliferation	BP	p	1.0	1.0	0	229	6	15541		7
GO:0046692	sperm competition	BP	p	1.0	1.0	0	229	1	15541		3
GO:0010613	positive regulation of cardiac muscle hypertrophy	BP	p	1.0	1.0	0	229	21	15541		8
GO:2000544	regulation of endothelial cell chemotaxis to fibroblast growth factor	BP	p	1.0	1.0	0	229	5	15541		8
GO:0034694	response to prostaglandin	BP	p	1.0	1.0	0	229	33	15541		4
GO:0060121	vestibular receptor cell stereocilium organization	BP	p	1.0	1.0	0	229	1	15541		8
GO:0060574	intestinal epithelial cell maturation	BP	p	1.0	1.0	0	229	4	15541		7
GO:0048208	COPII vesicle coating	BP	p	1.0	1.0	0	229	19	15541		7
GO:2000795	negative regulation of epithelial cell proliferation involved in lung morphogenesis	BP	p	1.0	1.0	0	229	1	15541		7
GO:1901733	quercetin catabolic process	BP	p	1.0	1.0	0	229	1	15541		5
GO:0048075	positive regulation of eye pigmentation	BP	p	1.0	1.0	0	229	1	15541		6
GO:0071026	cytoplasmic RNA surveillance	BP	p	1.0	1.0	0	229	1	15541		9
GO:0060074	synapse maturation	BP	p	1.0	1.0	0	229	14	15541		6
GO:0090209	negative regulation of triglyceride metabolic process	BP	p	1.0	1.0	0	229	11	15541		8
GO:0060004	reflex	BP	p	1.0	1.0	0	229	19	15541		3
GO:1902957	negative regulation of mitochondrial electron transport, NADH to ubiquinone	BP	p	1.0	1.0	0	229	2	15541		11
GO:0015747	urate transport	BP	p	1.0	1.0	0	229	11	15541		5
GO:0001782	B cell homeostasis	BP	p	1.0	1.0	0	229	24	15541		6
GO:0051133	regulation of NK T cell activation	BP	p	1.0	1.0	0	229	12	15541		9
GO:0045168	cell-cell signaling involved in cell fate commitment	BP	p	1.0	1.0	0	229	1	15541		5
GO:0010518	positive regulation of phospholipase activity	BP	p	1.0	1.0	0	229	4	15541		7
GO:0055048	anastral spindle assembly	BP	p	1.0	1.0	0	229	1	15541		9
GO:0150103	reactive gliosis	BP	p	1.0	1.0	0	229	5	15541		6
GO:0060926	cardiac pacemaker cell development	BP	p	1.0	1.0	0	229	8	15541		7
GO:2000822	regulation of behavioral fear response	BP	p	1.0	1.0	0	229	9	15541		6
GO:1901257	negative regulation of macrophage colony-stimulating factor production	BP	p	1.0	1.0	0	229	1	15541		10
GO:0072213	metanephric capsule development	BP	p	1.0	1.0	0	229	1	15541		6
GO:0038035	ligand-independent adenylate cyclase-activating G protein-coupled receptor signaling pathway	BP	p	1.0	1.0	0	229	2	15541		8
GO:0010172	embryonic body morphogenesis	BP	p	1.0	1.0	0	229	7	15541		4
GO:1904057	negative regulation of sensory perception of pain	BP	p	1.0	1.0	0	229	3	15541		8
GO:2000697	negative regulation of epithelial cell differentiation involved in kidney development	BP	p	1.0	1.0	0	229	4	15541		7
GO:0051581	negative regulation of neurotransmitter uptake	BP	p	1.0	1.0	0	229	2	15541		7
GO:1990859	cellular response to endothelin	BP	p	1.0	1.0	0	229	9	15541		6
GO:0141137	positive regulation of gene expression, epigenetic	BP	p	1.0	1.0	0	229	53	15541		9
GO:1990910	response to hypobaric hypoxia	BP	p	1.0	1.0	0	229	4	15541		6
GO:0051459	regulation of corticotropin secretion	BP	p	1.0	1.0	0	229	5	15541		9
GO:0042267	natural killer cell mediated cytotoxicity	BP	p	1.0	1.0	0	229	37	15541		9
GO:2001259	positive regulation of cation channel activity	BP	p	1.0	1.0	0	229	19	15541		9
GO:1903926	cellular response to bisphenol A	BP	p	1.0	1.0	0	229	3	15541		5
GO:1905150	regulation of voltage-gated sodium channel activity	BP	p	1.0	1.0	0	229	1	15541		10
