GO_ID	Category
GO:0042567	development
GO:0072016	development
GO:0022004	development
GO:1901145	development
GO:0002361	development
GO:0071909	development
GO:0001835	development
GO:0062167	development
GO:0001832	development
GO:0030217	development
GO:0048845	development
GO:0003323	development
GO:0048807	development
GO:0048469	development
GO:0061061	development
GO:0048757	development
GO:0060282	development
GO:0050931	development
GO:0002320	development
GO:0035847	development
GO:0048621	development
GO:0036035	development
GO:0021666	development
GO:0003148	development
GO:0001955	development
GO:1905285	development
GO:2000016	development
GO:0031069	development
GO:0048738	development
GO:0061005	development
GO:0090103	development
GO:0045596	development
GO:0072232	development
GO:0022009	development
GO:0072053	development
GO:0060920	development
GO:0060998	development
GO:0010455	development
GO:0021769	development
GO:0061377	development
GO:0043353	development
GO:0007538	development
GO:0060510	development
GO:0060539	development
GO:2000973	development
GO:0039531	development
GO:0009954	development
GO:0003357	development
GO:0007522	development
GO:0010255	development
GO:0060719	development
GO:0021514	development
GO:0042660	development
GO:0043587	development
GO:2000724	development
GO:0050894	development
GO:0042488	development
GO:0045586	development
GO:0060528	development
GO:0061582	development
GO:0072011	development
GO:0035878	development
GO:1900006	development
GO:0002756	development
GO:0060377	development
GO:0039552	development
GO:0060009	development
GO:0045622	development
GO:0055123	development
GO:2000176	development
GO:0003231	development
GO:0003215	development
GO:1900100	development
GO:0021526	development
GO:0036302	development
GO:0045660	development
GO:0003182	development
GO:0009953	development
GO:0060060	development
GO:0014908	development
GO:0070384	development
GO:0010744	development
GO:0002009	development
GO:0022603	development
GO:0003218	development
GO:0021801	development
GO:0072156	development
GO:0060579	development
GO:2000227	development
GO:0021681	development
GO:0043377	development
GO:1903847	development
GO:0048263	development
GO:0061470	development
GO:0072559	development
GO:0048808	development
GO:0072010	development
GO:0060576	development
GO:1901533	development
GO:0060501	development
GO:1904338	development
GO:0021554	development
GO:0060928	development
GO:0060669	development
GO:0045655	development
GO:0002221	development
GO:0045618	development
GO:1904693	development
GO:2000077	development
GO:0060940	development
GO:0048468	development
GO:0060135	development
GO:0021894	development
GO:0035803	development
GO:0002064	development
GO:0048822	development
GO:0002319	development
GO:0003413	development
GO:0001568	development
GO:0021695	development
GO:0003338	development
GO:0046530	development
GO:0097490	development
GO:0051960	development
GO:0045167	development
GO:0060973	development
GO:0051138	development
GO:0060595	development
GO:0021759	development
GO:0048626	development
GO:0003340	development
GO:0060284	development
GO:0072176	development
GO:0050431	development
GO:0060800	development
GO:0006703	development
GO:0002224	development
GO:0060017	development
GO:0001501	development
GO:0007352	development
GO:0072286	development
GO:0048318	development
GO:0060325	development
GO:0060612	development
GO:0072175	development
GO:0060445	development
GO:0035607	development
GO:0090190	development
GO:1903012	development
GO:0061974	development
GO:0021529	development
GO:0060428	development
GO:0048773	development
GO:0043378	development
GO:0021545	development
GO:0045605	development
GO:0061034	development
GO:0060847	development
GO:0021558	development
GO:0010742	development
GO:0060571	development
GO:1901621	development
GO:0002244	development
GO:0003219	development
GO:0031444	development
GO:0008406	development
GO:0061205	development
GO:0072239	development
GO:1905175	development
GO:0043584	development
GO:0010832	development
GO:0042669	development
GO:0016521	development
GO:0021782	development
GO:0061029	development
GO:0030218	development
GO:0050873	development
GO:0090189	development
GO:0050775	development
GO:0051136	development
GO:0035855	development
GO:2000729	development
GO:0060378	development
GO:0097728	development
GO:0042490	development
GO:0061144	development
GO:0030011	development
GO:0061975	development
GO:1901534	development
GO:0032474	development
GO:0007548	development
GO:0007494	development
GO:1902747	development
GO:0055111	development
GO:1901329	development
GO:0045608	development
GO:1905223	development
GO:0007309	development
GO:0007369	development
GO:0001885	development
GO:1902866	development
GO:0060689	development
GO:1905931	development
GO:0030238	development
GO:0060426	development
GO:0061073	development
GO:0021528	development
GO:0072108	development
GO:0045686	development
GO:0072227	development
GO:0003162	development
GO:0048286	development
GO:0014040	development
GO:0048597	development
GO:0072060	development
GO:0030324	development
GO:0002313	development
GO:0061162	development
GO:0060580	development
GO:0072138	development
GO:0045589	development
GO:0072136	development
GO:0035150	development
GO:0060980	development
GO:0035782	development
GO:0021512	development
GO:0051216	development
GO:1903849	development
GO:0021551	development
GO:0007289	development
GO:0009946	development
GO:0072184	development
GO:0072180	development
GO:0032808	development
GO:1901509	development
GO:0060480	development
GO:0003189	development
GO:0061036	development
GO:0060322	development
GO:0036166	development
GO:0003209	development
GO:0006702	development
GO:0045647	development
GO:0021870	development
GO:0003163	development
GO:0021547	development
GO:0072134	development
GO:0035799	development
GO:0045682	development
GO:0072001	development
GO:2000981	development
GO:0045597	development
GO:0061002	development
GO:0045197	development
GO:0045580	development
GO:0048741	development
GO:0014706	development
GO:0021602	development
GO:0021647	development
GO:0072497	development
GO:0008052	development
GO:0021830	development
GO:0072274	development
GO:0090336	development
GO:0021510	development
GO:0010171	development
GO:0048627	development
GO:0060537	development
GO:0003272	development
GO:1905453	development
GO:0045639	development
GO:0001830	development
GO:0071908	development
GO:0072003	development
GO:0090009	development
GO:1904155	development
GO:1901342	development
GO:0043381	development
GO:0060287	development
GO:0060429	development
GO:1905962	development
GO:0060485	development
GO:0032834	development
GO:0050793	development
GO:0022038	development
GO:0060591	development
GO:0021984	development
GO:2000173	development
GO:0060219	development
GO:0007368	development
GO:0030539	development
GO:0045649	development
GO:0007379	development
GO:0060691	development
GO:1905492	development
GO:1905935	development
GO:0007435	development
GO:0060128	development
GO:0035993	development
GO:0003144	development
GO:2000736	development
GO:0070176	development
GO:0072254	development
GO:0048646	development
GO:0030154	development
GO:0001886	development
GO:0008354	development
GO:0060997	development
GO:0003211	development
GO:0072205	development
GO:0008180	development
GO:0008544	development
GO:0048389	development
GO:0003283	development
GO:0072111	development
GO:0008595	development
GO:0045620	development
GO:0046543	development
GO:0060302	development
GO:0021771	development
GO:0048589	development
GO:1904179	development
GO:0021631	development
GO:0031077	development
GO:0141119	development
GO:0045670	development
GO:0035883	development
GO:0046545	development
GO:0021511	development
GO:0031018	development
GO:0061141	development
GO:0036306	development
GO:0003166	development
GO:0048050	development
GO:0060939	development
GO:2000696	development
GO:0055024	development
GO:0001655	development
GO:0070986	development
GO:0060914	development
GO:0045663	development
GO:0007501	development
GO:0039532	development
GO:1990791	development
GO:0043009	development
GO:0060711	development
GO:0021965	development
GO:0072233	development
GO:0060442	development
GO:0045446	development
GO:0042667	development
GO:0072112	development
GO:0090191	development
GO:0048713	development
GO:0045666	development
GO:0001942	development
GO:0001738	development
GO:0061448	development
GO:0021756	development
GO:0072234	development
GO:0048483	development
GO:0051148	development
GO:1902726	development
GO:0035886	development
GO:0038179	development
GO:0060488	development
GO:0021797	development
GO:0003418	development
GO:0042487	development
GO:0060425	development
GO:2000137	development
GO:0048505	development
GO:0060872	development
GO:0003143	development
GO:2000384	development
GO:0003139	development
GO:0045603	development
GO:0021532	development
GO:0045661	development
GO:0060743	development
GO:0008594	development
GO:0048806	development
GO:2000977	development
GO:0002273	development
GO:0021750	development
GO:0003226	development
GO:0001658	development
GO:0002085	development
GO:0060999	development
GO:0046684	development
GO:0014003	development
GO:0097065	development
GO:0030862	development
GO:0072077	development
GO:0060560	development
GO:0072141	development
GO:0001649	development
GO:0021658	development
GO:0007507	development
GO:0043697	development
GO:0042491	development
GO:0048066	development
GO:0001828	development
GO:0002328	development
GO:0021888	development
GO:0001708	development
GO:0030221	development
GO:0120223	development
GO:0097028	development
GO:0051962	development
GO:0031214	development
GO:0061196	development
GO:0060129	development
GO:0001763	development
GO:1905770	development
GO:0055026	development
GO:0048863	development
GO:0010631	development
GO:0060165	development
GO:2000382	development
GO:0021768	development
GO:0060738	development
GO:0060578	development
GO:0140718	development
GO:2000726	development
GO:0021527	development
GO:0003334	development
GO:0033504	development
GO:0045668	development
GO:0060770	development
GO:0060842	development
GO:0140894	development
GO:1900200	development
GO:0110081	development
GO:0003181	development
GO:0007388	development
GO:0060444	development
GO:0001710	development
GO:0060022	development
GO:0060563	development
GO:0003308	development
GO:2000195	development
GO:0061001	development
GO:0021553	development
GO:0001825	development
GO:0097498	development
GO:0021904	development
GO:0002070	development
GO:0048857	development
GO:0048709	development
GO:0021860	development
GO:0021696	development
GO:0072040	development
GO:0002520	development
GO:1905653	development
GO:0030911	development
GO:0061682	development
GO:0002333	development
GO:0021798	development
GO:0014835	development
GO:0048729	development
GO:0021515	development
GO:2000078	development
GO:0042568	development
GO:0006710	development
GO:0060506	development
GO:0003359	development
GO:0060482	development
GO:0060427	development
GO:0009948	development
GO:0030099	development
GO:0072178	development
GO:0060218	development
GO:1903444	development
GO:0060323	development
GO:0001949	development
GO:1905955	development
GO:0021780	development
GO:1904762	development
GO:0003382	development
GO:0021626	development
GO:0003404	development
GO:0072164	development
GO:2000478	development
GO:0098529	development
GO:0072181	development
GO:0051155	development
GO:0072200	development
GO:0003236	development
GO:0042461	development
GO:2001016	development
GO:0060887	development
GO:0061108	development
